n k length
67 54 0
67 55 0
67 56 0
67 57 0
67 58 0
67 59 0
67 60 0
67 61 0
67 62 0
67 63 0
67 64 0
67 65 0
67 66 0
67 67 0
68 0 1
68 1 0
68 2 0
68 3 0
68 4 0
68 5 0
68 6 0
68 7 0
68 8 0
68 9 0
68 10 0
68 11 0
68 12 0
68 13 0
68 14 0
68 15 0
68 16 0
68 17 0
68 18 0
68 19 0
68 20 0
68 21 0
68 22 0
68 23 0
68 24 0
68 25 0
68 26 0
68 27 0
68 28 0
68 29 0
68 30 0
68 31 0
68 32 0
68 33 0
68 34 0
68 35 0
68 36 0
68 37 0
68 38 0
68 39 0
68 40 0
68 41 0
68 42 0
68 43 0
68 44 0
68 45 0
68 46 0
68 47 0
68 48 0
68 49 0
68 50 0
68 51 0
68 52 0
68 53 0
68 54 0
68 55 0
68 56 0
68 57 0
68 58 0
68 59 0
68 60 0
68 61 0
68 62 0
68 63 0
68 64 0
68 65 0
68 66 0
68 67 0
68 68 0
69 0 1
69 1 0
69 2 0
69 3 0
69 4 0
69 5 0
69 6 0
69 7 0
69 8 0
69 9 0
69 10 0
69 11 0
69 12 0
69 13 0
69 14 0
69 15 0
69 16 0
69 17 0
69 18 0
69 19 0
69 20 0
69 21 0
69 22 0
69 23 0
69 24 0
69 25 0
69 26 0
69 27 0
69 28 0
69 29 0
69 30 0
69 31 0
69 32 0
69 33 0
69 34 0
69 35 0
69 36 0
69 37 0
69 38 0
69 39 0
69 40 0
69 41 0
69 42 0
69 43 0
69 44 0
69 45 0
69 46 0
69 47 0
69 48 0
69 49 0
69 50 0
69 51 0
69 52 0
69 53 0
69 54 0
69 55 0
69 56 0
69 57 0
69 58 0
69 59 0
69 60 0
69 61 0
69 62 0
69 63 0
69 64 0
69 65 0
69 66 0
69 67 0
69 68 0
69 69 0
70 0 1
70 1 0
70 2 0
70 3 0
70 4 0
70 5 0
70 6 0
70 7 0
70 8 0
70 9 0
70 10 0
70 11 0
70 12 0
70 13 0
70 14 0
70 15 0
70 16 0
70 17 0
70 18 0
70 19 0
70 20 0
70 21 0
70 22 0
70 23 0
70 24 0
70 25 0
70 26 0
70 27 0
70 28 0
70 29 0
70 30 0
70 31 0
70 32 0
70 33 0
70 34 0
70 35 0
70 36 0
70 37 0
70 38 0
70 39 0
70 40 0
70 41 0
70 42 0
70 43 0
70 44 0
70 45 0
70 46 0
70 47 0
70 48 0
70 49 0
70 50 0
70 51 0
70 52 0
70 53 0
70 54 0
70 55 0
70 56 0
70 57 0
70 58 0
70 59 0
70 60 0
70 61 0
70 62 0
70 63 0
70 64 0
70 65 0
70 66 0
70 67 0
70 68 0
70 69 0
70 70 0
71 0 1
71 1 0
71 2 0
71 3 0
71 4 0
71 5 0
71 6 0
71 7 0
71 8 0
71 9 0
71 10 0
71 11 0
71 12 0
71 13 0
71 14 0
71 15 0
71 16 0
71 17 0
71 18 0
71 19 0
71 20 0
71 21 0
71 22 0
71 23 0
71 24 0
71 25 0
71 26 0
71 27 0
71 28 0
71 29 0
71 30 0
71 31 0
71 32 0
71 33 0
71 34 0
71 35 0
71 36 0
71 37 0
71 38 0
71 39 0
71 40 0
71 41 0
71 42 0
71 43 0
71 44 0
71 45 0
71 46 0
71 47 0
71 48 0
71 49 0
71 50 0
71 51 0
71 52 0
71 53 0
71 54 0
71 55 0
71 56 0
71 57 0
71 58 0
71 59 0
71 60 0
71 61 0
71 62 0
71 63 0
71 64 0
71 65 0
71 66 0
71 67 0
71 68 0
71 69 0
71 70 0
71 71 0
72 0 1
72 1 0
72 2 0
72 3 0
72 4 0
72 5 0
72 6 0
72 7 0
72 8 0
72 9 0
72 10 0
72 11 0
72 12 0
72 13 0
72 14 0
72 15 0
72 16 0
72 17 0
72 18 0
72 19 0
72 20 0
72 21 0
72 22 0
72 23 0
72 24 0
72 25 0
72 26 0
72 27 0
72 28 0
72 29 0
72 30 0
72 31 0
72 32 0
72 33 0
72 34 0
72 35 0
72 36 0
72 37 0
72 38 0
72 39 0
72 40 0
72 41 0
72 42 0
72 43 0
72 44 0
72 45 0
72 46 0
72 47 0
72 48 0
72 49 0
72 50 0
72 51 0
72 52 0
72 53 0
72 54 0
72 55 0
72 56 0
72 57 0
72 58 0
72 59 0
72 60 0
72 61 0
72 62 0
72 63 0
72 64 0
72 65 0
72 66 0
72 67 0
72 68 0
72 69 0
72 70 0
72 71 0
72 72 0
73 0 1
73 1 0
73 2 0
73 3 0
73 4 0
73 5 0
73 6 0
73 7 0
73 8 0
73 9 0
73 10 0
73 11 0
73 12 0
73 13 0
73 14 0
73 15 0
73 16 0
73 17 0
73 18 0
73 19 0
73 20 0
73 21 0
73 22 0
73 23 0
73 24 0
73 25 0
73 26 0
73 27 0
73 28 0
73 29 0
73 30 0
73 31 0
73 32 0
73 33 0
73 34 0
73 35 0
73 36 0
73 37 0
73 38 0
73 39 0
73 40 0
73 41 0
73 42 0
73 43 0
73 44 0
73 45 0
73 46 0
73 47 0
73 48 0
73 49 0
73 50 0
73 51 0
73 52 0
73 53 0
73 54 0
73 55 0
73 56 0
73 57 0
73 58 0
73 59 0
73 60 0
73 61 0
73 62 0
73 63 0
73 64 0
73 65 0
73 66 0
73 67 0
73 68 0
73 69 0
73 70 0
73 71 0
73 72 0
73 73 0
74 0 1
74 1 0
74 2 0
74 3 0
74 4 0
74 5 0
74 6 0
74 7 0
74 8 0
74 9 0
74 10 0
74 11 0
74 12 0
74 13 0
74 14 0
74 15 0
74 16 0
74 17 0
74 18 0
74 19 0
74 20 0
74 21 0
74 22 0
74 23 0
74 24 0
74 25 0
74 26 0
74 27 0
74 28 0
74 29 0
74 30 0
74 31 0
74 32 0
74 33 0
74 34 0
74 35 0
74 36 0
74 37 0
74 38 0
74 39 0
74 40 0
74 41 0
74 42 0
74 43 0
74 44 0
74 45 0
74 46 0
74 47 0
74 48 0
74 49 0
74 50 0
74 51 0
74 52 0
74 53 0
74 54 0
74 55 0
74 56 0
74 57 0
74 58 0
74 59 0
74 60 0
74 61 0
74 62 0
74 63 0
74 64 0
74 65 0
74 66 0
74 67 0
74 68 0
74 69 0
74 70 0
74 71 0
74 72 0
74 73 0
74 74 0
75 0 1
75 1 0
75 2 0
75 3 0
75 4 0
75 5 0
75 6 0
75 7 0
75 8 0
75 9 0
75 10 0
75 11 0
75 12 0
75 13 0
75 14 0
75 15 0
75 16 0
75 17 0
75 18 0
75 19 0
75 20 0
75 21 0
75 22 0
75 23 0
75 24 0
75 25 0
75 26 0
75 27 0
75 28 0
75 29 0
75 30 0
75 31 0
75 32 0
75 33 0
75 34 0
75 35 0
75 36 0
75 37 0
75 38 0
75 39 0
75 40 0
75 41 0
75 42 0
75 43 0
75 44 0
75 45 0
75 46 0
75 47 0
75 48 0
75 49 0
75 50 0
75 51 0
75 52 0
75 53 0
75 54 0
75 55 0
75 56 0
75 57 0
75 58 0
75 59 0
75 60 0
75 61 0
75 62 0
75 63 0
75 64 0
75 65 0
75 66 0
75 67 0
75 68 0
75 69 0
75 70 0
75 71 0
75 72 0
75 73 0
75 74 0
75 75 0
76 0 1
76 1 0
76 2 0
76 3 0
76 4 0
76 5 0
76 6 0
76 7 0
76 8 0
76 9 0
76 10 0
76 11 0
76 12 0
76 13 0
76 14 0
76 15 0
76 16 0
76 17 0
76 18 0
76 19 0
76 20 0
76 21 0
76 22 0
76 23 0
76 24 0
76 25 0
76 26 0
76 27 0
76 28 0
76 29 0
76 30 0
76 31 0
76 32 0
76 33 0
76 34 0
76 35 0
76 36 0
76 37 0
76 38 0
76 39 0
76 40 0
76 41 0
76 42 0
76 43 0
76 44 0
76 45 0
76 46 0
76 47 0
76 48 0
76 49 0
76 50 0
76 51 0
76 52 0
76 53 0
76 54 0
76 55 0
76 56 0
76 57 0
76 58 0
76 59 0
76 60 0
76 61 0
76 62 0
76 63 0
76 64 0
76 65 0
76 66 0
76 67 0
76 68 0
76 69 0
76 70 0
76 71 0
76 72 0
76 73 0
76 74 0
76 75 0
76 76 0
77 0 1
77 1 0
77 2 0
77 3 0
77 4 0
77 5 0
77 6 0
77 7 0
77 8 0
77 9 0
77 10 0
77 11 0
77 12 0
77 13 0
77 14 0
77 15 0
77 16 0
77 17 0
77 18 0
77 19 0
77 20 0
77 21 0
77 22 0
77 23 0
77 24 0
77 25 0
77 26 0
77 27 0
77 28 0
77 29 0
77 30 0
77 31 0
77 32 0
77 33 0
77 34 0
77 35 0
77 36 0
77 37 0
77 38 0
77 39 0
77 40 0
77 41 0
77 42 0
77 43 0
77 44 0
77 45 0
77 46 0
77 47 0
77 48 0
77 49 0
77 50 0
77 51 0
77 52 0
77 53 0
77 54 0
77 55 0
77 56 0
77 57 0
77 58 0
77 59 0
77 60 0
77 61 0
77 62 0
77 63 0
77 64 0
77 65 0
77 66 0
77 67 0
77 68 0
77 69 0
77 70 0
77 71 0
77 72 0
77 73 0
77 74 0
77 75 0
77 76 0
77 77 0
78 0 1
78 1 0
78 2 0
78 3 0
78 4 0
78 5 0
78 6 0
78 7 0
78 8 0
78 9 0
78 10 0
78 11 0
78 12 0
78 13 0
78 14 0
78 15 0
78 16 0
78 17 0
78 18 0
78 19 0
78 20 0
78 21 0
78 22 0
78 23 0
78 24 0
78 25 0
78 26 0
78 27 0
78 28 0
78 29 0
78 30 0
78 31 0
78 32 0
78 33 0
78 34 0
78 35 0
78 36 0
78 37 0
78 38 0
78 39 0
78 40 0
78 41 0
78 42 0
78 43 0
78 44 0
78 45 0
78 46 0
78 47 0
78 48 0
78 49 0
78 50 0
78 51 0
78 52 0
78 53 0
78 54 0
78 55 0
78 56 0
78 57 0
78 58 0
78 59 0
78 60 0
78 61 0
78 62 0
78 63 0
78 64 0
78 65 0
78 66 0
78 67 0
78 68 0
78 69 0
78 70 0
78 71 0
78 72 0
78 73 0
78 74 0
78 75 0
78 76 0
78 77 0
78 78 0
79 0 1
79 1 0
79 2 0
79 3 0
79 4 0
79 5 0
79 6 0
79 7 0
79 8 0
79 9 0
79 10 0
79 11 0
79 12 0
79 13 0
79 14 0
79 15 0
79 16 0
79 17 0
79 18 0
79 19 0
79 20 0
79 21 0
79 22 0
79 23 0
79 24 0
79 25 0
79 26 0
79 27 0
79 28 0
79 29 0
79 30 0
79 31 0
79 32 0
79 33 0
79 34 0
79 35 0
79 36 0
79 37 0
79 38 0
79 39 0
79 40 0
79 41 0
79 42 0
79 43 0
79 44 0
79 45 0
79 46 0
79 47 0
79 48 0
79 49 0
79 50 0
79 51 0
79 52 0
79 53 0
79 54 0
79 55 0
79 56 0
79 57 0
79 58 0
79 59 0
79 60 0
79 61 0
79 62 0
79 63 0
79 64 0
79 65 0
79 66 0
79 67 0
79 68 0
79 69 0
79 70 0
79 71 0
79 72 0
79 73 0
79 74 0
79 75 0
79 76 0
79 77 0
79 78 0
79 79 0
80 0 1
80 1 0
80 2 0
80 3 0
80 4 0
80 5 0
80 6 0
80 7 0
80 8 0
80 9 0
80 10 0
80 11 0
80 12 0
80 13 0
80 14 0
80 15 0
80 16 0
80 17 0
80 18 0
80 19 0
80 20 0
80 21 0
80 22 0
80 23 0
80 24 0
80 25 0
80 26 0
80 27 0
80 28 0
80 29 0
80 30 0
80 31 0
80 32 0
80 33 0
80 34 0
80 35 0
80 36 0
80 37 0
80 38 0
80 39 0
80 40 0
80 41 0
80 42 0
80 43 0
80 44 0
80 45 0
80 46 0
80 47 0
80 48 0
80 49 0
80 50 0
80 51 0
80 52 0
80 53 0
80 54 0
80 55 0
80 56 0
80 57 0
80 58 0
80 59 0
80 60 0
80 61 0
80 62 0
80 63 0
80 64 0
80 65 0
80 66 0
80 67 0
80 68 0
80 69 0
80 70 0
80 71 0
80 72 0
80 73 0
80 74 0
80 75 0
80 76 0
80 77 0
80 78 0
80 79 0
80 80 0
81 0 1
81 1 0
81 2 0
81 3 0
81 4 0
81 5 0
81 6 0
81 7 0
81 8 0
81 9 0
81 10 0
81 11 0
81 12 0
81 13 0
81 14 0
81 15 0
81 16 0
81 17 0
81 18 0
81 19 0
81 20 0
81 21 0
81 22 0
81 23 0
81 24 0
81 25 0
81 26 0
81 27 0
81 28 0
81 29 0
81 30 0
81 31 0
81 32 0
81 33 0
81 34 0
81 35 0
81 36 0
81 37 0
81 38 0
81 39 0
81 40 0
81 41 0
81 42 0
81 43 0
81 44 0
81 45 0
81 46 0
81 47 0
81 48 0
81 49 0
81 50 0
81 51 0
81 52 0
81 53 0
81 54 0
81 55 0
81 56 0
81 57 0
81 58 0
81 59 0
81 60 0
81 61 0
81 62 0
81 63 0
81 64 0
81 65 0
81 66 0
81 67 0
81 68 0
81 69 0
81 70 0
81 71 0
81 72 0
81 73 0
81 74 0
81 75 0
81 76 0
81 77 0
81 78 0
81 79 0
81 80 0
81 81 0
82 0 1
82 1 0
82 2 0
82 3 0
82 4 0
82 5 0
82 6 0
82 7 0
82 8 0
82 9 0
82 10 0
82 11 0
82 12 0
82 13 0
82 14 0
82 15 0
82 16 0
82 17 0
82 18 0
82 19 0
82 20 0
82 21 0
82 22 0
82 23 0
82 24 0
82 25 0
82 26 0
82 27 0
82 28 0
82 29 0
82 30 0
82 31 0
82 32 0
82 33 0
82 34 0
82 35 0
82 36 0
82 37 0
82 38 0
82 39 0
82 40 0
82 41 0
82 42 0
82 43 0
82 44 0
82 45 0
82 46 0
82 47 0
82 48 0
82 49 0
82 50 0
82 51 0
82 52 0
82 53 0
82 54 0
82 55 0
82 56 0
82 57 0
82 58 0
82 59 0
82 60 0
82 61 0
82 62 0
82 63 0
82 64 0
82 65 0
82 66 0
82 67 0
82 68 0
82 69 0
82 70 0
82 71 0
82 72 0
82 73 0
82 74 0
82 75 0
82 76 0
82 77 0
82 78 0
82 79 0
82 80 0
82 81 0
82 82 0
83 0 1
83 1 0
83 2 0
83 3 0
83 4 0
83 5 0
83 6 0
83 7 0
83 8 0
83 9 0
83 10 0
83 11 0
83 12 0
83 13 0
83 14 0
83 15 0
83 16 0
83 17 0
83 18 0
83 19 0
83 20 0
83 21 0
83 22 0
83 23 0
83 24 0
83 25 0
83 26 0
83 27 0
83 28 0
83 29 0
83 30 0
83 31 0
83 32 0
83 33 0
83 34 0
83 35 0
83 36 0
83 37 0
83 38 0
83 39 0
83 40 0
83 41 0
83 42 0
83 43 0
83 44 0
83 45 0
83 46 0
83 47 0
83 48 0
83 49 0
83 50 0
83 51 0
83 52 0
83 53 0
83 54 0
83 55 0
83 56 0
83 57 0
83 58 0
83 59 0
83 60 0
83 61 0
83 62 0
83 63 0
83 64 0
83 65 0
83 66 0
83 67 0
83 68 0
83 69 0
83 70 0
83 71 0
83 72 0
83 73 0
83 74 0
83 75 0
83 76 0
83 77 0
83 78 0
83 79 0
83 80 0
83 81 0
83 82 0
83 83 0
84 0 1
84 1 0
84 2 0
84 3 0
84 4 0
84 5 0
84 6 0
84 7 0
84 8 0
84 9 0
84 10 0
84 11 0
84 12 0
84 13 0
84 14 0
84 15 0
84 16 0
84 17 0
84 18 0
84 19 0
84 20 0
84 21 0
84 22 0
84 23 0
84 24 0
84 25 0
84 26 0
84 27 0
84 28 0
84 29 0
84 30 0
84 31 0
84 32 0
84 33 0
84 34 0
84 35 0
84 36 0
84 37 0
84 38 0
84 39 0
84 40 0
84 41 0
84 42 0
84 43 0
84 44 0
84 45 0
84 46 0
84 47 0
84 48 0
84 49 0
84 50 0
84 51 0
84 52 0
84 53 0
84 54 0
84 55 0
84 56 0
84 57 0
84 58 0
84 59 0
84 60 0
84 61 0
84 62 0
84 63 0
84 64 0
84 65 0
84 66 0
84 67 0
84 68 0
84 69 0
84 70 0
84 71 0
84 72 0
84 73 0
84 74 0
84 75 0
84 76 0
84 77 0
84 78 0
84 79 0
84 80 0
84 81 0
84 82 0
84 83 0
84 84 0
85 0 1
85 1 0
85 2 0
85 3 0
85 4 0
85 5 0
85 6 0
85 7 0
85 8 0
85 9 0
85 10 0
85 11 0
85 12 0
85 13 0
85 14 0
85 15 0
85 16 0
85 17 0
85 18 0
85 19 0
85 20 0
85 21 0
85 22 0
85 23 0
85 24 0
85 25 0
85 26 0
85 27 0
85 28 0
85 29 0
85 30 0
85 31 0
85 32 0
85 33 0
85 34 0
85 35 0
85 36 0
85 37 0
85 38 0
85 39 0
85 40 0
85 41 0
85 42 0
85 43 0
85 44 0
85 45 0
85 46 0
85 47 0
85 48 0
85 49 0
85 50 0
85 51 0
85 52 0
85 53 0
85 54 0
85 55 0
85 56 0
85 57 0
85 58 0
85 59 0
85 60 0
85 61 0
85 62 0
85 63 0
85 64 0
85 65 0
85 66 0
85 67 0
85 68 0
85 69 0
85 70 0
85 71 0
85 72 0
85 73 0
85 74 0
85 75 0
85 76 0
85 77 0
85 78 0
85 79 0
85 80 0
85 81 0
85 82 0
85 83 0
85 84 0
85 85 0
86 0 1
86 1 0
86 2 0
86 3 0
86 4 0
86 5 0
86 6 0
86 7 0
86 8 0
86 9 0
86 10 0
86 11 0
86 12 0
86 13 0
86 14 0
86 15 0
86 16 0
86 17 0
86 18 0
86 19 0
86 20 0
86 21 0
86 22 0
86 23 0
86 24 0
86 25 0
86 26 0
86 27 0
86 28 0
86 29 0
86 30 0
86 31 0
86 32 0
86 33 0
86 34 0
86 35 0
86 36 0
86 37 0
86 38 0
86 39 0
86 40 0
86 41 0
86 42 0
86 43 0
86 44 0
86 45 0
86 46 0
86 47 0
86 48 0
86 49 0
86 50 0
86 51 0
86 52 0
86 53 0
86 54 0
86 55 0
86 56 0
86 57 0
86 58 0
86 59 0
86 60 0
86 61 0
86 62 0
86 63 0
86 64 0
86 65 0
86 66 0
86 67 0
86 68 0
86 69 0
86 70 0
86 71 0
86 72 0
86 73 0
86 74 0
86 75 0
86 76 0
86 77 0
86 78 0
86 79 0
86 80 0
86 81 0
86 82 0
86 83 0
86 84 0
86 85 0
86 86 0
87 0 1
87 1 0
87 2 0
87 3 0
87 4 0
87 5 0
87 6 0
87 7 0
87 8 0
87 9 0
87 10 0
87 11 0
87 12 0
87 13 0
87 14 0
87 15 0
87 16 0
87 17 0
87 18 0
87 19 0
87 20 0
87 21 0
87 22 0
87 23 0
87 24 0
87 25 0
87 26 0
87 27 0
87 28 0
87 29 0
87 30 0
87 31 0
87 32 0
87 33 0
87 34 0
87 35 0
87 36 0
87 37 0
87 38 0
87 39 0
87 40 0
87 41 0
87 42 0
87 43 0
87 44 0
87 45 0
87 46 0
87 47 0
87 48 0
87 49 0
87 50 0
87 51 0
87 52 0
87 53 0
87 54 0
87 55 0
87 56 0
87 57 0
87 58 0
87 59 0
87 60 0
87 61 0
87 62 0
87 63 0
87 64 0
87 65 0
87 66 0
87 67 0
87 68 0
87 69 0
87 70 0
87 71 0
87 72 0
87 73 0
87 74 0
87 75 0
87 76 0
87 77 0
87 78 0
87 79 0
87 80 0
87 81 0
87 82 0
87 83 0
87 84 0
87 85 0
87 86 0
87 87 0
88 0 1
88 1 0
88 2 0
88 3 0
88 4 0
88 5 0
88 6 0
88 7 0
88 8 0
88 9 0
88 10 0
88 11 0
88 12 0
88 13 0
88 14 0
88 15 0
88 16 0
88 17 0
88 18 0
88 19 0
88 20 0
88 21 0
88 22 0
88 23 0
88 24 0
88 25 0
88 26 0
88 27 0
88 28 0
88 29 0
88 30 0
88 31 0
88 32 0
88 33 0
88 34 0
88 35 0
88 36 0
88 37 0
88 38 0
88 39 0
88 40 0
88 41 0
88 42 0
88 43 0
88 44 0
88 45 0
88 46 0
88 47 0
88 48 0
88 49 0
88 50 0
88 51 0
88 52 0
88 53 0
88 54 0
88 55 0
88 56 0
88 57 0
88 58 0
88 59 0
88 60 0
88 61 0
88 62 0
88 63 0
88 64 0
88 65 0
88 66 0
88 67 0
88 68 0
88 69 0
88 70 0
88 71 0
88 72 0
88 73 0
88 74 0
88 75 0
88 76 0
88 77 0
88 78 0
88 79 0
88 80 0
88 81 0
88 82 0
88 83 0
88 84 0
88 85 0
88 86 0
88 87 0
88 88 0
89 0 1
89 1 0
89 2 0
89 3 0
89 4 0
89 5 0
89 6 0
89 7 0
89 8 0
89 9 0
89 10 0
89 11 0
89 12 0
89 13 0
89 14 0
89 15 0
89 16 0
89 17 0
89 18 0
89 19 0
89 20 0
89 21 0
89 22 0
89 23 0
89 24 0
89 25 0
89 26 0
89 27 0
89 28 0
89 29 0
89 30 0
89 31 0
89 32 0
89 33 0
89 34 0
89 35 0
89 36 0
89 37 0
89 38 0
89 39 0
89 40 0
89 41 0
89 42 0
89 43 0
89 44 0
89 45 0
89 46 0
89 47 0
89 48 0
89 49 0
89 50 0
89 51 0
89 52 0
89 53 0
89 54 0
89 55 0
89 56 0
89 57 0
89 58 0
89 59 0
89 60 0
89 61 0
89 62 0
89 63 0
89 64 0
89 65 0
89 66 0
89 67 0
89 68 0
89 69 0
89 70 0
89 71 0
89 72 0
89 73 0
89 74 0
89 75 0
89 76 0
89 77 0
89 78 0
89 79 0
89 80 0
89 81 0
89 82 0
89 83 0
89 84 0
89 85 0
89 86 0
89 87 0
89 88 0
89 89 0
90 0 1
90 1 0
90 2 0
90 3 0
90 4 0
90 5 0
90 6 0
90 7 0
90 8 0
90 9 0
90 10 0
90 11 0
90 12 0
90 13 0
90 14 0
90 15 0
90 16 0
90 17 0
90 18 0
90 19 0
90 20 0
90 21 0
90 22 0
90 23 0
90 24 0
90 25 0
90 26 0
90 27 0
90 28 0
90 29 0
90 30 0
90 31 0
90 32 0
90 33 0
90 34 0
90 35 0
90 36 0
90 37 0
90 38 0
90 39 0
90 40 0
90 41 0
90 42 0
90 43 0
90 44 0
90 45 0
90 46 0
90 47 0
90 48 0
90 49 0
90 50 0
90 51 0
90 52 0
90 53 0
90 54 0
90 55 0
90 56 0
90 57 0
90 58 0
90 59 0
90 60 0
90 61 0
90 62 0
90 63 0
90 64 0
90 65 0
90 66 0
90 67 0
90 68 0
90 69 0
90 70 0
90 71 0
90 72 0
90 73 0
90 74 0
90 75 0
90 76 0
90 77 0
90 78 0
90 79 0
90 80 0
90 81 0
90 82 0
90 83 0
90 84 0
90 85 0
90 86 0
90 87 0
90 88 0
90 89 0
90 90 0
91 0 1
91 1 0
91 2 0
91 3 0
91 4 0
91 5 0
91 6 0
91 7 0
91 8 0
91 9 0
91 10 0
91 11 0
91 12 0
91 13 0
91 14 0
91 15 0
91 16 0
91 17 0
91 18 0
91 19 0
91 20 0
91 21 0
91 22 0
91 23 0
91 24 0
91 25 0
91 26 0
91 27 0
91 28 0
91 29 0
91 30 0
91 31 0
91 32 0
91 33 0
91 34 0
91 35 0
91 36 0
91 37 0
91 38 0
91 39 0
91 40 0
91 41 0
91 42 0
91 43 0
91 44 0
91 45 0
91 46 0
91 47 0
91 48 0
91 49 0
91 50 0
91 51 0
91 52 0
91 53 0
91 54 0
91 55 0
91 56 0
91 57 0
91 58 0
91 59 0
91 60 0
91 61 0
91 62 0
91 63 0
91 64 0
91 65 0
91 66 0
91 67 0
91 68 0
91 69 0
91 70 0
91 71 0
91 72 0
91 73 0
91 74 0
91 75 0
91 76 0
91 77 0
91 78 0
91 79 0
91 80 0
91 81 0
91 82 0
91 83 0
91 84 0
91 85 0
91 86 0
91 87 0
91 88 0
91 89 0
91 90 0
91 91 0
92 0 1
92 1 0
92 2 0
92 3 0
92 4 0
92 5 0
92 6 0
92 7 0
92 8 0
92 9 0
92 10 0
92 11 0
92 12 0
92 13 0
92 14 0
92 15 0
92 16 0
92 17 0
92 18 0
92 19 0
92 20 0
92 21 0
92 22 0
92 23 0
92 24 0
92 25 0
92 26 0
92 27 0
92 28 0
92 29 0
92 30 0
92 31 0
92 32 0
92 33 0
92 34 0
92 35 0
92 36 0
92 37 0
92 38 0
92 39 0
92 40 0
92 41 0
92 42 0
92 43 0
92 44 0
92 45 0
92 46 0
92 47 0
92 48 0
92 49 0
92 50 0
92 51 0
92 52 0
92 53 0
92 54 0
92 55 0
92 56 0
92 57 0
92 58 0
92 59 0
92 60 0
92 61 0
92 62 0
92 63 0
92 64 0
92 65 0
92 66 0
92 67 0
92 68 0
92 69 0
92 70 0
92 71 0
92 72 0
92 73 0
92 74 0
92 75 0
92 76 0
92 77 0
92 78 0
92 79 0
92 80 0
92 81 0
92 82 0
92 83 0
92 84 0
92 85 0
92 86 0
92 87 0
92 88 0
92 89 0
92 90 0
92 91 0
92 92 0
93 0 1
93 1 0
93 2 0
93 3 0
93 4 0
93 5 0
93 6 0
93 7 0
93 8 0
93 9 0
93 10 0
93 11 0
93 12 0
93 13 0
93 14 0
93 15 0
93 16 0
93 17 0
93 18 0
93 19 0
93 20 0
93 21 0
93 22 0
93 23 0
93 24 0
93 25 0
93 26 0
93 27 0
93 28 0
93 29 0
93 30 0
93 31 0
93 32 0
93 33 0
93 34 0
93 35 0
93 36 0
93 37 0
93 38 0
93 39 0
93 40 0
93 41 0
93 42 0
93 43 0
93 44 0
93 45 0
93 46 0
93 47 0
93 48 0
93 49 0
93 50 0
93 51 0
93 52 0
93 53 0
93 54 0
93 55 0
93 56 0
93 57 0
93 58 0
93 59 0
93 60 0
93 61 0
93 62 0
93 63 0
93 64 0
93 65 0
93 66 0
93 67 0
93 68 0
93 69 0
93 70 0
93 71 0
93 72 0
93 73 0
93 74 0
93 75 0
93 76 0
93 77 0
93 78 0
93 79 0
93 80 0
93 81 0
93 82 0
93 83 0
93 84 0
93 85 0
93 86 0
93 87 0
93 88 0
93 89 0
93 90 0
93 91 0
93 92 0
93 93 0
94 0 1
94 1 0
94 2 0
94 3 0
94 4 0
94 5 0
94 6 0
94 7 0
94 8 0
94 9 0
94 10 0
94 11 0
94 12 0
94 13 0
94 14 0
94 15 0
94 16 0
94 17 0
94 18 0
94 19 0
94 20 0
94 21 0
94 22 0
94 23 0
94 24 0
94 25 0
94 26 0
94 27 0
94 28 0
94 29 0
94 30 0
94 31 0
94 32 0
94 33 0
94 34 0
94 35 0
94 36 0
94 37 0
94 38 0
94 39 0
94 40 0
94 41 0
94 42 0
94 43 0
94 44 0
94 45 0
94 46 0
94 47 0
94 48 0
94 49 0
94 50 0
94 51 0
94 52 0
94 53 0
94 54 0
94 55 0
94 56 0
94 57 0
94 58 0
94 59 0
94 60 0
94 61 0
94 62 0
94 63 0
94 64 0
94 65 0
94 66 0
94 67 0
94 68 0
94 69 0
94 70 0
94 71 0
94 72 0
94 73 0
94 74 0
94 75 0
94 76 0
94 77 0
94 78 0
94 79 0
94 80 0
94 81 0
94 82 0
94 83 0
94 84 0
94 85 0
94 86 0
94 87 0
94 88 0
94 89 0
94 90 0
94 91 0
94 92 0
94 93 0
94 94 0
95 0 1
95 1 0
95 2 0
95 3 0
95 4 0
95 5 0
95 6 0
95 7 0
95 8 0
95 9 0
95 10 0
95 11 0
95 12 0
95 13 0
95 14 0
95 15 0
95 16 0
95 17 0
95 18 0
95 19 0
95 20 0
95 21 0
95 22 0
95 23 0
95 24 0
95 25 0
95 26 0
95 27 0
95 28 0
95 29 0
95 30 0
95 31 0
95 32 0
95 33 0
95 34 0
95 35 0
95 36 0
95 37 0
95 38 0
95 39 0
95 40 0
95 41 0
95 42 0
95 43 0
95 44 0
95 45 0
95 46 0
95 47 0
95 48 0
95 49 0
95 50 0
95 51 0
95 52 0
95 53 0
95 54 0
95 55 0
95 56 0
95 57 0
95 58 0
95 59 0
95 60 0
95 61 0
95 62 0
95 63 0
95 64 0
95 65 0
95 66 0
95 67 0
95 68 0
95 69 0
95 70 0
95 71 0
95 72 0
95 73 0
95 74 0
95 75 0
95 76 0
95 77 0
95 78 0
95 79 0
95 80 0
95 81 0
95 82 0
95 83 0
95 84 0
95 85 0
95 86 0
95 87 0
95 88 0
95 89 0
95 90 0
95 91 0
95 92 0
95 93 0
95 94 0
95 95 0
96 0 1
96 1 0
96 2 0
96 3 0
96 4 0
96 5 0
96 6 0
96 7 0
